측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),트리클로로에틸렌 (㎎/L),테트라클로로에틸렌(㎎/L),사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
경안천10,2010-11-04,1회차,,10,14.1,1,5,4.5,4.723,0.085,2.6,8.4,,379,,,,,,,,,,,,,,4.668,0.135,4.19,0.075,0.059,2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-11-10,2회차,,8,12.2,1.2,4.5,5.6,5.466,0.108,2.6,8,,375,,,,,,,,,,,,,,5.177,0.323,4.271,0.095,0.085,2.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-11-17,3회차,,7,12.4,1.2,5.4,6.9,5.912,0.115,3,7.9,,399,,,,,,,,,,,,,,5.86,0.745,4.752,0.106,0.091,2.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-11-25,4회차,,8,12.8,1.1,4.9,8.6,5.694,0.121,2.5,8.1,,420,,,,,,,,,,,,,,5.607,0.334,4.733,0.112,0.1,3.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-12-03,1회차,,6,12.8,0.9,4.7,,6.197,0.105,2.6,8.2,,430,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-12-09,2회차,,3,14.3,0.8,5,,6.198,0.131,2.5,8,,429,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-12-15,3회차,,1,14.6,0.8,4.5,,7.087,0.113,2.6,8.2,,467,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2011-01-25,1회차,,0,13.3,1.4,6.4,,9.737,0.172,4,7.4,,437,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,3.577,
경안천10,2011-02-11,1회차,,1,12.8,1.5,5.8,,12.273,0.205,4.2,7.7,,409,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,3.416,
경안천10,2011-02-17,2회차,,2,12.5,2.1,6.5,,10.845,0.185,4.2,7.7,,413,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,3.127,
경안천10,2011-02-23,3회차,,5,12.4,2.1,6.5,,9.61,0.15,4.5,7.6,,424,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,3.23,
경안천10,2011-03-04,1회차,,4,13.6,1.8,5.2,2.9,7.44,0.125,3.1,7.7,,340,,,,,,,,,,,,,,7.025,0.888,4.762,0.103,0.052,5.1,,,,,,,,,,,,,,,,,,,,,,6.599,
경안천10,2011-03-10,2회차,,5,13.5,1.5,5,3.4,7.738,0.143,2.8,7.8,,371,,,,,,,,,,,,,,7.108,1.012,5.282,0.123,0.089,2.9,,,,,,,,,,,,,,,,,,,,,,5.361,
경안천10,2011-03-18,3회차,,6,13.8,2,5.9,7.4,6.9,0.128,3.4,8,,391,,,,,,,,,,,,,,6.51,0.712,4.866,0.105,0.045,4.2,,,,,,,,,,,,,,,,,,,,,,4.016,
경안천10,2011-03-24,4회차,,8,13.9,2.3,6.3,11.4,6.033,0.15,3.7,8,,380,,,,,,,,,,,,,,5.93,0.32,4.762,0.133,0.097,5,,,,,,,,,,,,,,,,,,,,,,4.74,
경안천10,2011-03-30,5회차,,8,14.2,2.5,6.2,22.5,6.27,0.16,3.8,8,,383,,,,,,,,,,,,,,5.84,0.165,4.906,0.125,0.093,5.4,,,,,,,,,,,,,,,,,,,,,,5.215,
경안천10,2011-04-08,1회차,,12,13.3,4.6,7.8,,5.023,0.15,5.3,8.1,,384,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,7.837,
경안천10,2011-04-14,2회차,,14,14,4.2,7.7,,4.233,0.17,4.5,8.8,,379,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,4.375,
경안천10,2011-04-21,3회차,,14,15.2,8,12.3,,3.773,0.183,6.4,9.5,,386,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,3.312,
경안천10,2011-04-27,4회차,,12,11.8,3.8,7.2,,4.143,0.16,4.3,7.9,,339,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,5.582,
경안천10,2011-05-04,1회차,,13,9,1.6,3.5,,5.578,0.077,2.3,7.8,,215,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,18.164,
경안천10,2011-05-13,2회차,,14,9.9,2.3,4.5,,4.867,0.072,2.1,7.8,,190,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,26.443,
경안천10,2011-05-20,3회차,,19,7.7,1.8,4.8,,4.338,0.092,2.2,7.8,,292,,,,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,9.787,
경안천10,2011-05-25,4회차,,20,8.1,1.7,4.7,,4.358,0.09,2.8,7.8,,316,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,6.954,
경안천10,2011-06-01,1회차,,20,7.2,4,7.7,,3.782,0.144,4.5,8.1,,351,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,28.711,
경안천10,2011-06-09,2회차,,23,10,5,8.1,,3.274,0.142,4.5,9.1,,356,,,,,,,,,,,,,,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,4.494,
경안천10,2011-06-15,3회차,,25,13.9,6.4,10.7,,2.769,0.131,5.4,9.2,,397,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,4.022,
경안천10,2011-06-23,4회차,,24,5.3,6,12.6,,2.931,0.22,6,7.9,,421,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,26.768,
경안천10,2011-06-30,5회차,,20,8.7,3.2,7.6,,4.001,0.15,6.8,7.2,,114,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,370.228,
경안천10,2011-07-06,1회차,,19,9.1,1,3.5,,4.345,0.07,2.8,7.5,,201,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,47.24,
경안천10,2011-07-14,2회차,,20,9.6,2,7.2,,2.718,0.099,4.7,7.8,,136,,,,,,,,,,,,,,,,,,,168.7,,,,,,,,,,,,,,,,,,,,,,229.217,
경안천10,2011-07-22,3회차,,23.3,8,1.3,3.5,,3.814,0.061,2.1,7.9,,232,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,18.82,
경안천10,2011-07-29,4회차,,20.8,9.3,1.6,5.8,,2.785,0.114,3.2,7.9,,124,,,,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2011-08-04,1회차,,20.9,8.9,2,6.1,1,2.505,0.1,3.8,7.5,,110,,,,,,,,,,,,,,2.451,0.163,2.112,0.067,0.058,78.2,,,,,,,,,,,,,,,,,,,,,,90.909,
경안천10,2011-08-10,2회차,,22.4,9,0.9,3.8,3,2.877,0.077,2.1,7.7,,173,,,,,,,,,,,,,,2.864,0.066,2.575,0.055,0.047,20.2,,,,,,,,,,,,,,,,,,,,,,36.816,
경안천10,2011-08-19,3회차,,20.5,8.1,1,2.8,,3.1,0.066,1.7,7.4,,151,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,66.526,
경안천10,2011-08-24,4회차,,22.2,7.8,1,3.8,,3.45,0.067,1.9,7.7,,232,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,15.318,
경안천10,2011-08-31,5회차,,26.5,6.3,2.8,5.9,,3.504,0.064,2.9,7.6,,293,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,10.583,
경안천10,2011-09-08,1회차,,23.4,7.7,3.4,6.2,,3.493,0.076,4.2,8.3,,343,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,6.423,
경안천10,2011-09-15,2회차,,24.6,8,2.6,5.4,,3.494,0.084,2.7,8,,291,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,6.609,
경안천10,2011-09-21,3회차,,19.4,9.2,3.4,6.3,,3.336,0.081,4.1,8.1,,307,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,6.384,
경안천10,2011-09-29,4회차,,19.3,9.4,6.4,9.3,,4.239,0.167,6.5,8.7,,377,,,,,,,,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,9.929,
경안천10,2011-10-07,1회차,,17.5,9.7,2.5,5.9,,4.38,0.11,3.7,8.4,,322,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,4.697,
경안천10,2011-10-13,2회차,,16.5,13.7,3,6.8,,4.344,0.145,4.3,8.5,,347,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,4.288,
경안천10,2011-10-19,3회차,,12.4,9.8,1.4,5.3,,4.259,0.177,3.1,8.1,,322,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,5.013,
경안천10,2011-10-27,4회차,,12.3,11.7,1,3.9,,4.063,0.127,2.5,8,,357,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,3.859,
경안천10,2011-11-04,1회차,,16.1,11.4,1.3,5.4,11.1,4.181,0.154,2.9,8.1,,382,,,,,,,,,,,,,,4.128,0.138,3.514,0.135,0.121,3.4,,,,,,,,,,,,,,,,,,,,,,3.561,
경안천10,2011-11-10,2회차,,15,10.5,2.5,5.7,38.7,3.497,0.128,3.3,8,,358,,,,,,,,,,,,,,3.359,0.046,2.762,0.082,0.059,8.2,,,,,,,,,,,,,,,,,,,,,,4.157,
경안천10,2011-11-18,3회차,,11.5,12.2,2.5,6.1,42.3,4.269,0.108,3.1,8.1,,429,,,,,,,,,,,,,,3.993,0.026,3.181,0.065,0.049,4.2,,,,,,,,,,,,,,,,,,,,,,3.922,
경안천10,2011-11-24,4회차,,6.4,12.1,0.9,4.9,8.9,5.596,0.122,2.7,7.9,,467,,,,,,,,,,,,,,5.338,0.165,4.137,0.101,0.075,2.5,,,,,,,,,,,,,,,,,,,,,,4.579,
경안천10,2011-11-30,5회차,,9.3,10.5,1.5,5.1,10.2,6.091,0.119,2.9,7.7,,449,,,,,,,,,,,,,,6.001,0.169,4.401,0.102,0.084,4.7,,,,,,,,,,,,,,,,,,,,,,10.996,
경안천10,2011-12-08,1회차,,5.9,13.2,0.9,4.3,,5.85,0.08,3.2,7.8,,321,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,4.972,
경안천10,2011-12-15,2회차,,3.4,15.1,1.1,4.4,,7.113,0.059,2.9,7.9,,359,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,3.432,
경안천10,2011-12-23,3회차,,1.4,17.5,1.1,4.4,,7.497,0.065,2.8,7.9,,383,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,3.589,
경안천10,2012-01-19,1회차,0.73,2.1,15.4,1.9,7.2,,8.342,0.084,3.5,7.8,,446,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,2.871,
경안천10,2012-01-27,2회차,0.72,0.3,16.6,1.1,5.2,,9.715,0.065,3.5,7.7,,447,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,2.994,
경안천10,2012-02-03,1회차,,0,16.7,1.8,6,,10.838,0.056,3.7,7.4,,440,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,3.73,
경안천10,2012-02-09,2회차,,0.3,16.8,1.7,6.3,,10.605,0.054,3.6,8,,500,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,2.896,
경안천10,2012-02-17,3회차,0.71,2.9,13.5,2.1,5.3,,9.197,0.056,3.6,7.8,,470,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,2.762,
경안천10,2012-02-23,4회차,0.7,3.3,12.8,2.1,6.2,,9.467,0.045,3.7,7.8,,472,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,2.579,
경안천10,2012-02-29,5회차,0.702,4.3,13.3,2,7.2,,9.91,0.059,4.2,7.9,,446,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,2.626,
경안천10,2012-03-08,1회차,0.779,6.4,13.6,5.4,7.9,,8.644,0.093,5.6,8.1,,460,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,4.01,
경안천10,2012-03-16,2회차,0.78,6.4,13.2,4.4,7.7,,8.154,0.069,4.7,8.1,,457,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,3.658,
경안천10,2012-03-22,3회차,0.756,9.1,13.5,6.1,9.6,,7.145,0.078,6.5,8.4,,435,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,3.071,
경안천10,2012-03-28,4회차,0.8,8.7,13.6,3.8,6.8,,6.293,0.063,4.4,8,,354,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,4.323,
경안천10,2012-04-06,1회차,0.892,7.7,11.6,1.8,4,,6.111,0.046,2.6,7.7,,241,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,11.772,
경안천10,2012-04-12,2회차,0.839,13.5,9.7,2.8,5.1,,5.199,0.056,2.7,8,,310,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,6.497,
경안천10,2012-04-18,3회차,0.812,15.7,13.9,5,7.9,,5.014,0.076,5.2,9.1,,329,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,4.723,
경안천10,2012-04-26,4회차,1,13.2,9.8,2.7,5.2,,4.313,0.113,3.7,7.8,,215,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,25.659,
경안천10,2012-05-04,1회차,0.818,21.4,8.4,4.5,5.8,,3.799,0.064,4,8.2,,309,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,5.743,
경안천10,2012-05-10,2회차,0.722,19.2,8.6,3.3,6,,3.106,0.057,4.3,8.1,,345,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,3.041,
경안천10,2012-05-18,3회차,0.801,20.1,9.1,4,9.2,,3.606,0.118,5,7.9,,343,,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,4.193,
경안천10,2012-05-24,4회차,0.708,21.8,8.7,4,8.3,,2.403,0.059,5.4,8.1,,390,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,3.246,
경안천10,2012-05-30,5회차,0.776,20.6,8.4,4.8,8.5,,3.271,0.078,5.1,8.3,,416,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,3.975,
경안천10,2012-06-07,1회차,0.699,24.7,14.6,5.8,11.4,152.8,2.269,0.061,7.2,9.1,,406,,,,,,,,,,,,,,2.031,0.011,1.283,0.023,0.004,15.1,,,,,,,,,,,,,,,,,,,,,,2.48,
경안천10,2012-06-14,2회차,0.78,24.1,11.9,5.4,9.8,94.2,2.54,0.068,5.8,8.8,,449,,,,,,,,,,,,,,2.24,0.028,1.686,0.022,0.003,15.5,,,,,,,,,,,,,,,,,,,,,,3.98,
경안천10,2012-06-22,3회차,0.698,26.6,15.6,8,13.5,128.3,1.772,0.092,8.2,9.3,,410,,,,,,,,,,,,,,1.289,0.079,0.617,0.023,0.004,17.2,,,,,,,,,,,,,,,,,,,,,,1.798,
경안천10,2012-06-29,4회차,0.673,26.1,15.5,5.4,12.7,126.5,2.098,0.081,8.8,9.3,,422,,,,,,,,,,,,,,1.805,0.025,0.965,0.023,0.004,15.9,,,,,,,,,,,,,,,,,,,,,,2.485,
경안천10,2012-07-05,1회차,0.775,25.2,9.8,3.5,7,88.3,3.049,0.079,4.9,8.5,,317,,,,,,,,,,,,,,2.715,0.028,1.918,0.014,0.004,13.9,,,,,,,,,,,,,,,,,,,,,,5.192,
경안천10,2012-07-12,2회차,0.917,22.3,7.8,1.8,4.9,3.9,4.526,0.063,3,7.9,,255,,,,,,,,,,,,,,4.463,0.265,3.56,0.044,0.042,10.3,,,,,,,,,,,,,,,,,,,,,,16.456,
경안천10,2012-07-20,3회차,1.351,20.3,9.1,0.8,3.9,1.2,3.312,0.061,1.9,8.1,,141,,,,,,,,,,,,,,3.289,0.088,2.724,0.042,0.034,10.2,,,,,,,,,,,,,,,,,,,,,,76.624,
경안천10,2012-07-26,4회차,0.909,25.9,6.7,1.3,3.9,8.3,3.693,0.044,2.7,7.8,,258,,,,,,,,,,,,,,3.508,0.113,2.856,0.023,0.018,6.6,,,,,,,,,,,,,,,,,,,,,,17.571,
경안천10,2012-08-03,1회차,0.72,29.6,7.1,3.2,5.5,39.4,3.267,0.047,5.1,8.2,,335,,,,,,,,,,,,,,3.099,0.198,2.143,0.019,0.005,6.1,,,,,,,,,,,,,,,,,,,,,,6.973,
경안천10,2012-08-09,2회차,0.708,29.7,5.6,4.4,9,58.6,3.115,0.066,5.5,8.2,,372,,,,,,,,,,,,,,2.541,0.071,1.851,0.015,0.003,10.2,,,,,,,,,,,,,,,,,,,,,,4.334,
경안천10,2012-08-16,3회차,1.294,21.9,9,1.3,5,5.5,2.942,0.108,3.9,8.4,,139,,,,,,,,,,,,,,2.831,0.105,2.318,0.064,0.054,39.7,,,,,,,,,,,,,,,,,,,,,,68.151,
경안천10,2012-08-23,4회차,1.397,19.8,10.3,0.9,3.9,1.6,3.083,0.063,2.5,8.1,,148,,,,,,,,,,,,,,3.056,0.09,2.44,0.045,0.044,6.1,,,,,,,,,,,,,,,,,,,,,,82.404,
경안천10,2012-08-31,5회차,1.57,19.8,9.9,1,4.9,0.1,2.704,0.077,2.9,8.1,,117,,,,,,,,,,,,,,2.637,0.079,2.184,0.051,0.045,18.1,,,,,,,,,,,,,,,,,,,,,,118.759,
경안천10,2012-09-06,1회차,1.284,18.4,9.2,0.6,3.4,2.8,2.729,0.059,2,8.1,,148,,,,,,,,,,,,,,2.652,0.089,2.262,0.043,0.036,7,,,,,,,,,,,,,,,,,,,,,,65.804,
경안천10,2012-09-14,2회차,0.953,19.7,7.8,0.8,3.6,6.3,3.522,0.045,2.1,8,,242,,,,,,,,,,,,,,3.487,0.15,3.013,0.038,0.027,3.6,,,,,,,,,,,,,,,,,,,,,,19.476,
경안천10,2012-09-20,3회차,1.06,18.1,8.7,1.2,4.2,4.5,2.967,0.059,2.1,7.5,,178,,,,,,,,,,,,,,2.946,0.113,2.463,0.042,0.032,8.2,,,,,,,,,,,,,,,,,,,,,,32.966,
경안천10,2012-09-26,4회차,0.884,19.8,7.4,0.9,4,3.3,4.122,0.044,2.3,7.6,,259,,,,,,,,,,,,,,4.114,0.165,3.055,0.032,0.016,2,,,,,,,,,,,,,,,,,,,,,,13.069,
경안천10,2012-10-04,1회차,0.82,19.5,8.3,1.3,4.4,10.2,4.42,0.038,2.8,7.9,,304,,,,,,,,,,,,,,4.4,0.127,3.675,0.029,0.012,5.5,,,,,,,,,,,,,,,,,,,,,,8.472,
경안천10,2012-10-11,2회차,0.837,16.6,8.5,1.5,4.9,8.9,4.879,0.042,2.9,7.9,,315,,,,,,,,,,,,,,4.862,0.252,3.69,0.029,0.015,2.8,,,,,,,,,,,,,,,,,,,,,,6.984,
경안천10,2012-10-19,3회차,0.795,14.9,9.1,1.5,5.9,9.3,5.743,0.042,2.8,7.8,,350,,,,,,,,,,,,,,5.682,0.5,4.047,0.028,0.015,3.5,,,,,,,,,,,,,,,,,,,,,,5.902,
경안천10,2012-10-26,4회차,0.81,14.5,9.8,1,5.1,5.2,3.977,0.056,3.7,7.9,,288,,,,,,,,,,,,,,3.886,0.09,3.177,0.034,0.018,7.8,,,,,,,,,,,,,,,,,,,,,,6.322,
경안천10,2012-10-31,5회차,0.845,11.7,9.8,0.8,4.1,5.3,3.98,0.126,2.2,7.7,,252,,,,,,,,,,,,,,3.749,0.062,3.025,0.055,0.023,5.9,,,,,,,,,,,,,,,,,,,,,,8.494,
경안천10,2012-11-08,1회차,0.755,10.5,10.7,1,4.5,3.4,4.491,0.047,2,7.9,,292,,,,,,,,,,,,,,4.448,0.227,3.391,0.036,0.016,7,,,,,,,,,,,,,,,,,,,,,,5.126,
경안천10,2012-11-16,2회차,0.86,6.7,11.1,1.5,4.4,1.4,4.357,0.041,2.1,7.9,,275,,,,,,,,,,,,,,4.323,0.393,3.223,0.031,0.014,4.3,,,,,,,,,,,,,,,,,,,,,,8.728,
경안천10,2012-11-22,3회차,0.844,6,11.6,1.1,4.6,2.3,5.868,0.063,1.9,7.7,,331,,,,,,,,,,,,,,5.815,0.919,4.366,0.036,0.016,7.9,,,,,,,,,,,,,,,,,,,,,,7.424,
경안천10,2012-11-28,4회차,0.779,5.2,12,1.4,5.4,2.3,6.658,0.04,2.5,7.7,,381,,,,,,,,,,,,,,6.594,1.658,4.715,0.03,0.016,3.2,,,,,,,,,,,,,,,,,,,,,,5.971,
경안천10,2012-12-07,1회차,0.772,0.3,14.6,1.9,5.3,2.4,6.671,0.124,2.9,7.9,,402,,,,,,,,,,,,,,6.353,0.815,5.17,0.03,0.018,35.5,,,,,,,,,,,,,,,,,,,,,,5.775,
경안천10,2012-12-14,2회차,0.76,0.8,14.1,1.2,5.4,2.8,8.732,0.047,2.4,7.6,,452,,,,,,,,,,,,,,8.708,1.169,6.231,0.031,0.027,2.8,,,,,,,,,,,,,,,,,,,,,,5.069,
경안천10,2012-12-20,3회차,0,0.2,14.6,3.4,5.2,1,5.582,0.099,3.3,7.8,,316,,,,,,,,,,,,,,5.414,1.349,3.708,0.035,0.021,17.9,,,,,,,,,,,,,,,,,,,,,,7.593,
경안천10,2012-12-26,4회차,0,0,14.4,2.4,5.4,1.1,6.961,0.06,2.7,8,,393,,,,,,,,,,,,,,6.897,1.924,4.725,0.032,0.023,3.3,,,,,,,,,,,,,,,,,,,,,,7.291,
경안천10,2013-01-02,1회차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2013-01-10,2회차,,0,14.5,1.7,5.7,2.1,7.883,0.054,2.7,8,,431,,,,,,,,,,,,,,7.684,2.838,4.837,0.032,0.021,2.7,,,,,,,,,,,,,,,,,,,,,,5.65,
경안천10,2013-01-16,3회차,,0.4,14.4,1.6,6,3.6,8.502,0.059,3,8,,427,,,,,,,,,,,,,,8.339,3.321,4.898,0.051,0.05,1.3,,,,,,,,,,,,,,,,,,,,,,4.528,
경안천10,2013-01-24,4회차,,1,13.5,4,7.2,8.3,5.715,0.116,3.9,7.7,,388,,,,,,,,,,,,,,5.67,2.07,3.214,0.066,0.042,10.2,,,,,,,,,,,,,,,,,,,,,,8.105,
경안천10,2013-01-30,5회차,,0.7,13.9,2.6,5.8,2.1,7.61,0.081,3.5,7.6,,377,,,,,,,,,,,,,,7.557,2.681,4.457,0.048,0.025,3.7,,,,,,,,,,,,,,,,,,,,,,5.724,
경안천10,2013-02-07,1회차,,0.4,14.3,1.9,4.7,2.6,5.506,0.062,2.4,7.6,,454,,,,,,,,,,,,,,5.387,1.357,3.919,0.044,0.026,3.6,,,,,,,,,,,,,,,,,,,,,,9.245,
경안천10,2013-02-15,2회차,,3.2,13.6,1.7,4.8,4.4,6.84,0.075,2.6,7.6,,334,,,,,,,,,,,,,,6.762,2.372,4.143,0.039,0.025,5.1,,,,,,,,,,,,,,,,,,,,,,7.231,
경안천10,2013-02-21,3회차,,2.7,12.8,1.9,4.8,4.4,7.194,0.071,3.4,7.7,,305,,,,,,,,,,,,,,6.864,2.47,3.918,0.036,0.026,2.7,,,,,,,,,,,,,,,,,,,,,,6.159,
경안천10,2013-02-27,4회차,,5,12.7,2.2,4.9,12.8,6.945,0.065,3.2,7.8,,308,,,,,,,,,,,,,,6.894,2.393,3.977,0.038,0.014,5,,,,,,,,,,,,,,,,,,,,,,5.943,
경안천10,2013-03-07,1회차,,7.3,12.6,2.9,6,4.6,6.227,0.071,3.2,7.8,,305,,,,,,,,,,,,,,6.086,2.026,3.824,0.033,0.015,7.7,,,,,,,,,,,,,,,,,,,,,,5.288,
경안천10,2013-03-15,2회차,,7.1,10.7,2.4,5.3,6.7,4.22,0.062,2.9,7.8,,235,,,,,,,,,,,,,,4.211,0.85,2.914,0.029,0.011,5.3,,,,,,,,,,,,,,,,,,,,,,9.465,
경안천10,2013-03-21,3회차,,6.4,11,1.6,4,8.2,4.124,0.057,2.5,7.7,,208,,,,,,,,,,,,,,3.935,0.616,2.957,0.017,0.013,4.1,,,,,,,,,,,,,,,,,,,,,,9.896,
경안천10,2013-03-28,4회차,,8,13.3,1.7,4.1,7.9,3.965,0.036,2.4,8.1,,142,,,,,,,,,,,,,,3.822,0.417,3.241,0.014,0.008,5.2,,,,,,,,,,,,,,,,,,,,,,7.078,
경안천10,2013-04-03,1회차,,9,10.7,2.7,5.2,9.7,4.994,0.05,3.4,7.6,,269,,,,,,,,,,,,,,4.725,0.789,3.456,0.023,0.002,6.2,,,,,,,,,,,,,,,,,,,,,,7.015,
경안천10,2013-04-12,2회차,,8.3,11.3,1.8,4.7,6.9,4.529,0.044,2.6,7.8,,259,,,,,,,,,,,,,,4.367,0.337,3.417,0.012,0.004,8.1,,,,,,,,,,,,,,,,,,,,,,6.711,
경안천10,2013-04-18,3회차,,13.5,10.2,2.9,5.9,8.5,4.419,0.054,3,8,,329,,,,,,,,,,,,,,3.903,0.205,3.107,0.023,0.003,9.6,,,,,,,,,,,,,,,,,,,,,,4.998,
경안천10,2013-04-24,4회차,,12.7,9.8,4.7,6.9,37.2,4.485,0.075,3.7,7.6,,329,,,,,,,,,,,,,,4.161,0.332,3.205,0.023,0.002,8.6,,,,,,,,,,,,,,,,,,,,,,9.245,
경안천10,2013-05-08,1회차,,20,12.1,3.6,7.3,45.3,3.314,0.066,3.7,8.9,,328,,,,,,,,,,,,,,2.936,0.091,2.467,0.021,0.004,9.3,,,,,,,,,,,,,,,,,,,,,,4.054,
